LAD 2021 Code,LAD 2021 Name,LSOA 2021 Code,LSOA 2021 Name,2022
E09000004,Bexley,E01000470,Bexley 002F,1512
E09000004,Bexley,E01032566,Bexley 029D,1937
E09000004,Bexley,E01033789,Bexley 008H,1931
E09000004,Bexley,E01033790,Bexley 008I,1288
E09000004,Bexley,E01033791,Bexley 019G,1410
E09000004,Bexley,E01033792,Bexley 019H,1413
E09000005,Brent,E01000471,Brent 026A,1675
E09000005,Brent,E01000472,Brent 029A,2425
E09000005,Brent,E01000473,Brent 029B,2726
E09000005,Brent,E01000474,Brent 026B,2277
E09000005,Brent,E01000475,Brent 029C,2113
E09000005,Brent,E01000476,Brent 026C,2248
E09000005,Brent,E01000477,Brent 026D,2228
E09000005,Brent,E01000478,Brent 029D,2559
E09000005,Brent,E01000479,Brent 009A,1746
E09000005,Brent,E01000480,Brent 006A,1652
E09000005,Brent,E01000481,Brent 009B,1618
E09000005,Brent,E01000483,Brent 009D,1798
E09000005,Brent,E01000484,Brent 006B,1748
E09000005,Brent,E01000485,Brent 006C,1578
E09000005,Brent,E01000486,Brent 006D,1699
E09000005,Brent,E01000487,Brent 006E,1899
E09000005,Brent,E01000488,Brent 022A,1619
E09000005,Brent,E01000489,Brent 030A,1694
E09000005,Brent,E01000490,Brent 023A,1734
E09000005,Brent,E01000491,Brent 030B,2057
E09000005,Brent,E01000492,Brent 030C,1263
E09000005,Brent,E01000493,Brent 030D,1557
E09000005,Brent,E01000494,Brent 023B,1775
E09000005,Brent,E01000495,Brent 023C,1547
E09000005,Brent,E01000497,Brent 011A,2073
E09000005,Brent,E01000498,Brent 010B,1694
E09000005,Brent,E01000499,Brent 011B,1874
E09000005,Brent,E01000501,Brent 011C,2017
E09000005,Brent,E01000502,Brent 011D,1859
E09000005,Brent,E01000503,Brent 011E,2068
E09000005,Brent,E01000504,Brent 018A,1777
E09000005,Brent,E01000505,Brent 018B,1663
E09000005,Brent,E01000506,Brent 014A,1655
E09000005,Brent,E01000507,Brent 018C,1615
E09000005,Brent,E01000508,Brent 025A,2585
E09000005,Brent,E01000509,Brent 014B,1439
E09000005,Brent,E01000510,Brent 014C,1618
E09000005,Brent,E01000511,Brent 014D,1798
E09000005,Brent,E01000512,Brent 018D,1689
E09000005,Brent,E01000513,Brent 002A,1620
E09000005,Brent,E01000514,Brent 002B,1499
E09000005,Brent,E01000515,Brent 003A,1854
E09000005,Brent,E01000516,Brent 002C,2206
E09000005,Brent,E01000517,Brent 003B,1595
E09000005,Brent,E01000518,Brent 005A,1916
E09000005,Brent,E01000519,Brent 005B,1933
E09000005,Brent,E01000520,Brent 002D,1630
E09000005,Brent,E01000521,Brent 025B,2297
E09000005,Brent,E01000522,Brent 025C,2067
E09000005,Brent,E01000523,Brent 031A,2288
E09000005,Brent,E01000524,Brent 031B,2376
E09000005,Brent,E01000525,Brent 031C,1861
E09000005,Brent,E01000526,Brent 025D,2173
E09000005,Brent,E01000527,Brent 025E,1894
E09000005,Brent,E01000528,Brent 025F,1691
E09000005,Brent,E01000530,Brent 033A,1763
E09000005,Brent,E01000531,Brent 033B,1749
E09000005,Brent,E01000532,Brent 033C,1484
E09000005,Brent,E01000533,Brent 031E,2251
E09000005,Brent,E01000534,Brent 033D,1727
E09000005,Brent,E01000535,Brent 031F,2035
E09000005,Brent,E01000536,Brent 004A,1550
E09000005,Brent,E01000538,Brent 004B,1625
E09000005,Brent,E01000539,Brent 004C,1654
E09000005,Brent,E01000540,Brent 004D,1448
E09000005,Brent,E01000541,Brent 004E,1432
E09000005,Brent,E01000543,Brent 003E,1658
E09000005,Brent,E01000544,Brent 034A,1615
E09000005,Brent,E01000545,Brent 028A,1902
E09000005,Brent,E01000546,Brent 028B,1598
E09000005,Brent,E01000547,Brent 028C,1646
E09000005,Brent,E01000548,Brent 028D,1856
E09000005,Brent,E01000549,Brent 028E,1698
E09000005,Brent,E01000550,Brent 034B,2143
E09000005,Brent,E01000551,Brent 034C,2786
E09000005,Brent,E01000552,Brent 034D,1424
E09000005,Brent,E01000553,Brent 015A,2020
E09000005,Brent,E01000554,Brent 015B,1974
E09000005,Brent,E01000555,Brent 015C,1588
E09000005,Brent,E01000556,Brent 015D,2021
E09000005,Brent,E01000557,Brent 015E,1870
E09000005,Brent,E01000558,Brent 015F,1344
E09000005,Brent,E01000559,Brent 018E,1350
E09000005,Brent,E01000560,Brent 023D,1517
E09000005,Brent,E01000561,Brent 023E,1808
E09000005,Brent,E01000562,Brent 008A,1469
E09000005,Brent,E01000563,Brent 008B,1555
E09000005,Brent,E01000564,Brent 013A,1650
E09000005,Brent,E01000565,Brent 013B,1553
E09000005,Brent,E01000566,Brent 008C,1544
E09000005,Brent,E01000567,Brent 016A,1471
E09000005,Brent,E01000568,Brent 008D,2267
E09000005,Brent,E01000569,Brent 008E,1443
E09000005,Brent,E01000570,Brent 012A,1523
E09000005,Brent,E01000571,Brent 012B,1803
E09000005,Brent,E01000572,Brent 007A,1471
E09000005,Brent,E01000573,Brent 007B,1717
E09000005,Brent,E01000574,Brent 007C,1665
E09000005,Brent,E01000575,Brent 007D,2139
E09000005,Brent,E01000576,Brent 012C,1840
E09000005,Brent,E01000577,Brent 007E,2468
E09000005,Brent,E01000578,Brent 012D,2316
E09000005,Brent,E01000579,Brent 032A,1537
E09000005,Brent,E01000580,Brent 032B,2016
E09000005,Brent,E01000581,Brent 030E,1440
E09000005,Brent,E01000582,Brent 032C,1746
E09000005,Brent,E01000583,Brent 032D,1950
E09000005,Brent,E01000584,Brent 033E,1527
E09000005,Brent,E01000585,Brent 033F,1472
E09000005,Brent,E01000586,Brent 032E,2385
E09000005,Brent,E01000587,Brent 001A,1617
E09000005,Brent,E01000589,Brent 001B,2673
E09000005,Brent,E01000590,Brent 001C,1953
E09000005,Brent,E01000591,Brent 003F,2209
E09000005,Brent,E01000592,Brent 001D,1826
E09000005,Brent,E01000593,Brent 001E,2067
E09000005,Brent,E01000594,Brent 001F,1852
E09000005,Brent,E01000595,Brent 027A,1814
E09000005,Brent,E01000596,Brent 021A,1791
E09000005,Brent,E01000599,Brent 027D,1885
E09000005,Brent,E01000601,Brent 021B,1383
E09000005,Brent,E01000602,Brent 021C,1443
E09000005,Brent,E01000603,Brent 021D,1429
E09000005,Brent,E01000604,Brent 021E,1707
E09000005,Brent,E01000605,Brent 021F,1702
E09000005,Brent,E01000606,Brent 016B,1858
E09000005,Brent,E01000607,Brent 013C,2546
E09000005,Brent,E01000608,Brent 013D,2339
E09000005,Brent,E01000609,Brent 016C,2095
E09000005,Brent,E01000610,Brent 019A,2270
E09000005,Brent,E01000611,Brent 016D,1924
E09000005,Brent,E01000612,Brent 019B,1738
E09000005,Brent,E01000613,Brent 013E,1736
E09000005,Brent,E01000615,Brent 036A,3950
E09000005,Brent,E01000616,Brent 020A,1968
E09000005,Brent,E01000617,Brent 036B,2540
E09000005,Brent,E01000618,Brent 036D,1721
E09000005,Brent,E01000619,Brent 036C,1674
E09000005,Brent,E01000620,Brent 020B,1914
E09000005,Brent,E01000621,Brent 020C,1786
E09000005,Brent,E01000622,Brent 010D,1899
E09000005,Brent,E01000623,Brent 005C,1843
E09000005,Brent,E01000624,Brent 005D,1760
E09000005,Brent,E01000625,Brent 009E,1663
E09000005,Brent,E01000626,Brent 010E,1525
E09000005,Brent,E01000627,Brent 014E,2055
E09000005,Brent,E01000628,Brent 014F,1818
E09000005,Brent,E01000629,Brent 005E,1960
E09000005,Brent,E01000630,Brent 026E,2748
E09000005,Brent,E01000631,Brent 019C,2054
E09000005,Brent,E01000632,Brent 029E,2532
E09000005,Brent,E01000633,Brent 019D,2528
E09000005,Brent,E01000634,Brent 019E,2562
E09000005,Brent,E01000636,Brent 020E,2865
E09000005,Brent,E01000637,Brent 022B,1475
E09000005,Brent,E01000638,Brent 024A,2122
E09000005,Brent,E01000639,Brent 022C,1758
E09000005,Brent,E01000640,Brent 024B,2237
E09000005,Brent,E01000641,Brent 024C,2002
E09000005,Brent,E01000642,Brent 022D,2196
E09000005,Brent,E01000643,Brent 024D,2201
E09000005,Brent,E01000644,Brent 022E,1862
E09000005,Brent,E01033455,Brent 031G,1145
E09000005,Brent,E01033456,Brent 027F,2627
E09000005,Brent,E01033457,Brent 035A,1998
E09000005,Brent,E01033463,Brent 003G,3068
E09000005,Brent,E01033485,Brent 031H,1719
E09000005,Brent,E01033929,Brent 002F,1460
E09000005,Brent,E01033930,Brent 002G,1770
E09000005,Brent,E01033931,Brent 009F,1365
E09000005,Brent,E01033932,Brent 009G,1632
E09000005,Brent,E01033933,Brent 010G,1445
E09000005,Brent,E01033934,Brent 010H,1619
E09000005,Brent,E01033935,Brent 020F,1959
E09000005,Brent,E01033936,Brent 020G,1806
E09000005,Brent,E01033937,Brent 027G,1224
E09000005,Brent,E01033938,Brent 027H,1479
E09000005,Brent,E01033939,Brent 027I,2235
E09000005,Brent,E01033940,Brent 035B,2803
E09000005,Brent,E01033941,Brent 035C,1515
E09000005,Brent,E01033942,Brent 035D,3215
E09000006,Bromley,E01000645,Bromley 007A,1423
E09000006,Bromley,E01000646,Bromley 016A,1822
E09000006,Bromley,E01000647,Bromley 016B,1649
E09000006,Bromley,E01000648,Bromley 016C,1913
E09000006,Bromley,E01000649,Bromley 007B,2105
E09000006,Bromley,E01000650,Bromley 022A,1793
E09000006,Bromley,E01000651,Bromley 020A,1717
E09000006,Bromley,E01000652,Bromley 022B,1688
E09000006,Bromley,E01000653,Bromley 016D,1537
E09000006,Bromley,E01000654,Bromley 039A,1257
E09000006,Bromley,E01000655,Bromley 039B,1304
E09000006,Bromley,E01000656,Bromley 039C,1508
E09000006,Bromley,E01000657,Bromley 039D,1581
E09000006,Bromley,E01000658,Bromley 042A,1343
E09000006,Bromley,E01000659,Bromley 039E,1393
E09000006,Bromley,E01000661,Bromley 026A,2801
E09000006,Bromley,E01000662,Bromley 026B,1843
E09000006,Bromley,E01000663,Bromley 026C,1757
E09000006,Bromley,E01000664,Bromley 026D,1634
E09000006,Bromley,E01000665,Bromley 033A,1855
E09000006,Bromley,E01000666,Bromley 033B,1928
E09000006,Bromley,E01000667,Bromley 033C,1674
E09000006,Bromley,E01000668,Bromley 020B,2234
E09000006,Bromley,E01000669,Bromley 020C,1747
E09000006,Bromley,E01000670,Bromley 018A,1960
E09000006,Bromley,E01000671,Bromley 020D,2305
E09000006,Bromley,E01000672,Bromley 011A,1689
E09000006,Bromley,E01000673,Bromley 011B,1676
E09000006,Bromley,E01000674,Bromley 008A,1686
E09000006,Bromley,E01000676,Bromley 008B,2074
E09000006,Bromley,E01000677,Bromley 018C,1911
E09000006,Bromley,E01000678,Bromley 016E,1833
E09000006,Bromley,E01000679,Bromley 020E,1764
E09000006,Bromley,E01000680,Bromley 037A,1666
E09000006,Bromley,E01000681,Bromley 035A,1716
E09000006,Bromley,E01000682,Bromley 035B,1594
E09000006,Bromley,E01000683,Bromley 035C,1725
E09000006,Bromley,E01000684,Bromley 035D,2149
E09000006,Bromley,E01000685,Bromley 037B,1633
E09000006,Bromley,E01000686,Bromley 037C,1527
E09000006,Bromley,E01000687,Bromley 037D,1499
E09000006,Bromley,E01000688,Bromley 037E,1375
E09000006,Bromley,E01000689,Bromley 002A,1597
E09000006,Bromley,E01000690,Bromley 002B,1421
E09000006,Bromley,E01000691,Bromley 002C,1491
E09000006,Bromley,E01000692,Bromley 002D,1616
E09000006,Bromley,E01000693,Bromley 010A,1460
E09000006,Bromley,E01000694,Bromley 007C,2278
E09000006,Bromley,E01000695,Bromley 007D,1507
E09000006,Bromley,E01000696,Bromley 007E,1647
E09000006,Bromley,E01000697,Bromley 007F,1768
E09000006,Bromley,E01000698,Bromley 010B,1196
E09000006,Bromley,E01000699,Bromley 015A,1458
E09000006,Bromley,E01000700,Bromley 013A,1507
E09000006,Bromley,E01000701,Bromley 015B,1442
E09000006,Bromley,E01000702,Bromley 013B,1442
E09000006,Bromley,E01000703,Bromley 013C,1771
E09000006,Bromley,E01000704,Bromley 015C,1501
E09000006,Bromley,E01000705,Bromley 015D,1354
E09000006,Bromley,E01000706,Bromley 013D,1419
E09000006,Bromley,E01000707,Bromley 041A,1482
E09000006,Bromley,E01000708,Bromley 041B,1646
E09000006,Bromley,E01000709,Bromley 006A,1390
E09000006,Bromley,E01000710,Bromley 006B,2467
E09000006,Bromley,E01000711,Bromley 006C,1834
E09000006,Bromley,E01000712,Bromley 012A,1775
E09000006,Bromley,E01000713,Bromley 012B,1876
E09000006,Bromley,E01000714,Bromley 006D,2162
E09000006,Bromley,E01000715,Bromley 012C,1736
E09000006,Bromley,E01000716,Bromley 011C,1609
E09000006,Bromley,E01000717,Bromley 011D,1632
E09000006,Bromley,E01000718,Bromley 006E,2036
E09000006,Bromley,E01000719,Bromley 019A,2110
E09000006,Bromley,E01000720,Bromley 019B,1749
E09000006,Bromley,E01000721,Bromley 019C,1574
E09000006,Bromley,E01000722,Bromley 023A,1891
E09000006,Bromley,E01000723,Bromley 029A,1226
E09000006,Bromley,E01000724,Bromley 019D,1709
E09000006,Bromley,E01000725,Bromley 023B,1766
E09000006,Bromley,E01000726,Bromley 029B,1280
E09000006,Bromley,E01000727,Bromley 028A,1661
E09000006,Bromley,E01000728,Bromley 019E,1641
E09000006,Bromley,E01000729,Bromley 014A,1854
E09000006,Bromley,E01000730,Bromley 014B,1846
E09000006,Bromley,E01000731,Bromley 023C,1422
E09000006,Bromley,E01000732,Bromley 023D,1505
E09000006,Bromley,E01000733,Bromley 023E,1618
E09000006,Bromley,E01000734,Bromley 028B,1421
E09000006,Bromley,E01000735,Bromley 014C,1576
E09000006,Bromley,E01000736,Bromley 010C,1673
E09000006,Bromley,E01000737,Bromley 010D,1370
E09000006,Bromley,E01000738,Bromley 014D,1700
E09000006,Bromley,E01000739,Bromley 014E,1701
E09000006,Bromley,E01000741,Bromley 005B,1776
E09000006,Bromley,E01000742,Bromley 005C,2102
E09000006,Bromley,E01000743,Bromley 009A,1800
E09000006,Bromley,E01000744,Bromley 009B,1542
E09000006,Bromley,E01000745,Bromley 005D,1873
E09000006,Bromley,E01000746,Bromley 005E,2000
E09000006,Bromley,E01000747,Bromley 042B,2013
E09000006,Bromley,E01000748,Bromley 042C,1634
E09000006,Bromley,E01000749,Bromley 036A,1587
E09000006,Bromley,E01000750,Bromley 036B,1468
E09000006,Bromley,E01000751,Bromley 036C,2291
E09000006,Bromley,E01000752,Bromley 036D,1759
E09000006,Bromley,E01000753,Bromley 031A,1908
E09000006,Bromley,E01000754,Bromley 031B,1780
E09000006,Bromley,E01000755,Bromley 031C,1650
E09000006,Bromley,E01000756,Bromley 033D,1702
E09000006,Bromley,E01000757,Bromley 031D,1566
E09000006,Bromley,E01000758,Bromley 031E,1456
E09000006,Bromley,E01000759,Bromley 034A,1645
E09000006,Bromley,E01000760,Bromley 034B,1715
E09000006,Bromley,E01000761,Bromley 034C,1587
E09000006,Bromley,E01000762,Bromley 018D,1752
E09000006,Bromley,E01000763,Bromley 027A,1422
E09000006,Bromley,E01000764,Bromley 027B,1827
E09000006,Bromley,E01000765,Bromley 034D,1798
E09000006,Bromley,E01000766,Bromley 027C,1823
E09000006,Bromley,E01000767,Bromley 027D,1600
E09000006,Bromley,E01000768,Bromley 034E,1467
E09000006,Bromley,E01000769,Bromley 024A,1402
E09000006,Bromley,E01000770,Bromley 012D,1464
E09000006,Bromley,E01000771,Bromley 041C,1677
E09000006,Bromley,E01000772,Bromley 012E,1612
E09000006,Bromley,E01000773,Bromley 024B,1597
E09000006,Bromley,E01000774,Bromley 041D,1485
E09000006,Bromley,E01000775,Bromley 024C,2380
E09000006,Bromley,E01000777,Bromley 024D,1619
E09000006,Bromley,E01000778,Bromley 024E,1629
E09000006,Bromley,E01000779,Bromley 001A,1405
E09000006,Bromley,E01000780,Bromley 001B,1590
E09000006,Bromley,E01000781,Bromley 001C,1603
E09000006,Bromley,E01000782,Bromley 001D,1512
E09000006,Bromley,E01000783,Bromley 001E,1605
E09000006,Bromley,E01000784,Bromley 002E,1520
E09000006,Bromley,E01000785,Bromley 001F,1590
E09000006,Bromley,E01000786,Bromley 032A,1450
E09000006,Bromley,E01000787,Bromley 029C,1478
E09000006,Bromley,E01000788,Bromley 029D,1638
E09000006,Bromley,E01000789,Bromley 032B,1852
E09000006,Bromley,E01000790,Bromley 028C,2355
E09000006,Bromley,E01000791,Bromley 029E,1492
E09000006,Bromley,E01000792,Bromley 032C,1507
E09000006,Bromley,E01000793,Bromley 032D,1549
E09000006,Bromley,E01000794,Bromley 035E,1525
E09000006,Bromley,E01000795,Bromley 032E,1400
E09000006,Bromley,E01000796,Bromley 009C,1521
E09000006,Bromley,E01000797,Bromley 013E,1600
E09000006,Bromley,E01000798,Bromley 009D,1492
E09000006,Bromley,E01000799,Bromley 004A,1840
E09000006,Bromley,E01000800,Bromley 009E,1652
E09000006,Bromley,E01000801,Bromley 015E,1503
E09000006,Bromley,E01000802,Bromley 004B,1861
E09000006,Bromley,E01000803,Bromley 004C,1600
E09000006,Bromley,E01000804,Bromley 004D,1418
E09000006,Bromley,E01000805,Bromley 004E,1656
E09000006,Bromley,E01000806,Bromley 009F,1726
E09000006,Bromley,E01000807,Bromley 022C,1641
E09000006,Bromley,E01000808,Bromley 025A,1610
E09000006,Bromley,E01000809,Bromley 022D,1567
E09000006,Bromley,E01000810,Bromley 025B,1534
E09000006,Bromley,E01000811,Bromley 025C,1380
E09000006,Bromley,E01000812,Bromley 028D,1601
E09000006,Bromley,E01000813,Bromley 025D,1576
E09000006,Bromley,E01000814,Bromley 028E,1608
E09000006,Bromley,E01000815,Bromley 025E,1502
E09000006,Bromley,E01000816,Bromley 040A,1523
E09000006,Bromley,E01000818,Bromley 040B,1666
E09000006,Bromley,E01000819,Bromley 040C,1829
E09000006,Bromley,E01000820,Bromley 008C,1645
E09000006,Bromley,E01000822,Bromley 008D,1600
E09000006,Bromley,E01000823,Bromley 008E,1709
E09000006,Bromley,E01000824,Bromley 008F,1401
E09000006,Bromley,E01000825,Bromley 008G,1682
E09000006,Bromley,E01000826,Bromley 021A,1645
E09000006,Bromley,E01000827,Bromley 021B,1769
E09000006,Bromley,E01000828,Bromley 011E,1746
E09000006,Bromley,E01000829,Bromley 018E,1775
E09000006,Bromley,E01000830,Bromley 021C,1649
E09000006,Bromley,E01000831,Bromley 021D,1727
E09000006,Bromley,E01000832,Bromley 030A,1538
E09000006,Bromley,E01000833,Bromley 021E,1477
E09000006,Bromley,E01000834,Bromley 027E,1368
E09000006,Bromley,E01000835,Bromley 030B,1741
E09000006,Bromley,E01000836,Bromley 030C,1409
E09000006,Bromley,E01000837,Bromley 030D,1520
E09000006,Bromley,E01000838,Bromley 030E,1357
E09000006,Bromley,E01000839,Bromley 030F,1337
E09000006,Bromley,E01000840,Bromley 030G,1501
E09000006,Bromley,E01000841,Bromley 030H,1753
E09000006,Bromley,E01032562,Bromley 040D,1617
E09000006,Bromley,E01032563,Bromley 040E,1443
E09000006,Bromley,E01032568,Bromley 041E,1516
E09000006,Bromley,E01032570,Bromley 042D,1724
E09000006,Bromley,E01034383,Bromley 005F,1266
E09000006,Bromley,E01034384,Bromley 005G,1406
E09000006,Bromley,E01034385,Bromley 018F,1440
E09000006,Bromley,E01034386,Bromley 018G,1331
E09000007,Camden,E01000842,Camden 011A,1469
E09000007,Camden,E01000843,Camden 014A,1213
E09000007,Camden,E01000844,Camden 011B,1634
E09000007,Camden,E01000845,Camden 014B,1621
E09000007,Camden,E01000846,Camden 014C,1507
E09000007,Camden,E01000847,Camden 014D,1593
E09000007,Camden,E01000848,Camden 011C,1536
E09000007,Camden,E01000849,Camden 011D,1407
E09000007,Camden,E01000850,Camden 026A,1548
E09000007,Camden,E01000851,Camden 026B,1828
E09000007,Camden,E01000853,Camden 029H,1446
E09000007,Camden,E01000855,Camden 028A,1813
E09000007,Camden,E01000856,Camden 019A,1651
E09000007,Camden,E01000857,Camden 018A,1376
E09000007,Camden,E01000858,Camden 018B,1972
E09000007,Camden,E01000859,Camden 018C,1449
E09000007,Camden,E01000860,Camden 018D,1133
E09000007,Camden,E01000861,Camden 019B,1435
E09000007,Camden,E01000862,Camden 018E,1752
E09000007,Camden,E01000863,Camden 021A,1516
E09000007,Camden,E01000866,Camden 009A,2177
E09000007,Camden,E01000867,Camden 015C,1836
E09000007,Camden,E01000868,Camden 015D,1802
E09000007,Camden,E01000869,Camden 015E,1972
E09000007,Camden,E01000870,Camden 009B,1606
E09000007,Camden,E01000871,Camden 005A,1646
E09000007,Camden,E01000872,Camden 005B,1785
E09000007,Camden,E01000873,Camden 005C,1607
E09000007,Camden,E01000874,Camden 005D,1474
E09000007,Camden,E01000875,Camden 013A,1608
E09000007,Camden,E01000876,Camden 013B,2001
E09000007,Camden,E01000877,Camden 005E,1582
E09000007,Camden,E01000878,Camden 004A,1756
E09000007,Camden,E01000879,Camden 004B,1272
E09000007,Camden,E01000880,Camden 004C,1436
E09000007,Camden,E01000881,Camden 008A,1468
E09000007,Camden,E01000882,Camden 008B,1463
E09000007,Camden,E01000883,Camden 008C,1636
E09000007,Camden,E01000884,Camden 004D,1489
E09000007,Camden,E01000885,Camden 004E,1311
E09000007,Camden,E01000886,Camden 006A,1307
E09000007,Camden,E01000887,Camden 006B,1388
E09000007,Camden,E01000888,Camden 006C,1470
E09000007,Camden,E01000889,Camden 007A,1761
E09000007,Camden,E01000890,Camden 007B,1302
E09000007,Camden,E01000891,Camden 007C,1447
E09000007,Camden,E01000892,Camden 006D,1845
E09000007,Camden,E01000893,Camden 002A,1354
E09000007,Camden,E01000894,Camden 002B,1280
E09000007,Camden,E01000895,Camden 002C,1551
E09000007,Camden,E01000896,Camden 002D,1481
E09000007,Camden,E01000897,Camden 008D,1597
E09000007,Camden,E01000898,Camden 008E,1668
E09000007,Camden,E01000899,Camden 002E,1599
E09000007,Camden,E01000900,Camden 012A,1629
E09000007,Camden,E01000901,Camden 007D,1906
